#group,false,false,false,false,false,false,true,false,false
#datatype,string,long,string,string,string,string,string,string,string
#default,_result,,,,,,,,
,result,table,direction_entry,direction_exit,entered_time,exit_time,vehicle_id,vehicle_type_entry,vehicle_type_exit
,,1350,South,South,2025-05-17T04:39:29.742000000Z,2025-05-17T04:39:30.272000000Z,990,car,car
,,1350,South,North,2025-05-17T09:33:39.392000000Z,2025-05-17T09:33:44.507000000Z,990,car,car
,,1351,South,North,2025-05-17T07:15:07.930000000Z,2025-05-17T07:15:12.214000000Z,992,car,car
,,1352,South,,2025-05-17T07:15:22.883000000Z,,993,car,
,,1352,South,,2025-05-17T09:33:43.892000000Z,,993,car,
,,1353,South,East,2025-05-17T09:33:58.532000000Z,2025-05-17T09:33:59.761000000Z,994,truck,truck
,,1354,,North,,2025-05-17T09:33:47.498000000Z,997,,car
,,1354,South,North,2025-05-17T04:40:03.058000000Z,2025-05-17T04:40:07.526000000Z,997,car,car
,,1355,South,,2025-05-17T04:40:11.778000000Z,,998,car,
,,1356,East,,2025-05-17T04:40:18.848000000Z,,999,car,

